編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPUNMLRJOHLFFFA78CC,,15.93,共有部分,鋼筋混凝土造,,十四層,
RPSNMLSJOHLFFFA68CC,1,39.84,住家用,鋼筋混凝土造,104年5月11日,七層,
RPSNMLSJOHLFFFA68CC,1,17.37,見其他登記事項,鋼筋混凝土造,104年5月11日,七層,
RPSNMLSJOHLFFFA68CC,1,7.49,見其他登記事項,鋼筋混凝土造,104年5月11日,七層,
RPOPMLSJOHLFFFA48CC,27,58.13,商業用,鋼筋混凝土造,78年3月2日,十二層,
RPWNMLSJOHLFFBA68CC,,140.67,,鋼筋混凝土造,,七層,
RPWNMLSJOHLFFBA68CC,,9.53,共有部分,鋼筋混凝土造,,七層,
RPSOMLSJOHLFFBA38CC,35,51.38,住家用,鋼筋混凝土造,70年4月2日,十層,
RPSOMLSJOHLFFBA38CC,35,10.40,住家用,鋼筋混凝土造,70年4月2日,十層,
RPUNMLSJOHLFFCA58CC,32,125.09,商業用,鋼筋混凝土造,73年11月9日,七層,
RPXOMLSJOHLFFCA98CC,19,359.98,共有部分,鋼筋混凝土造,85年12月7日,十三層,
RPXOMLSJOHLFFCA98CC,19,221.06,商業用,鋼筋混凝土造,85年12月7日,十三層,
RPXOMLSJOHLFFCA98CC,19,210.27,商業用,鋼筋混凝土造,85年12月7日,十三層,
RPXOMLSJOHLFFCA98CC,19,210.27,商業用,鋼筋混凝土造,85年12月7日,十三層,
RPXOMLSJOHLFFCA98CC,19,221.06,商業用,鋼筋混凝土造,85年12月7日,十三層,
RPQQMLSJOHLFFCA48CC,5,146.00,住家用,鋼筋混凝土造,100年8月24日,十六層,
RPQQMLSJOHLFFCA48CC,5,11.31,見其他登記事項,鋼筋混凝土造,100年8月24日,十六層,
RPQQMLSJOHLFFCA48CC,5,53.89,見其他登記事項,鋼筋混凝土造,100年8月24日,十六層,
RPQQMLSJOHLFFCA48CC,5,11.59,見其他登記事項,鋼筋混凝土造,100年8月24日,十六層,
RPQQMLSJOHLFFCA48CC,5,76.64,見其他登記事項,鋼筋混凝土造,100年8月24日,十六層,
RPTPMLSJOHLFFDA78CC,23,261.92,商業用,鋼骨混凝土造,82年8月13日,二十八層,
RPWNMLNKOHLFFDA48CC,33,82.71,住家用,鋼筋混凝土造,71年12月14日,七層,
RPWNMLNKOHLFFDA48CC,33,21.01,共有部分,鋼筋混凝土造,71年12月14日,七層,
RPQPMLNKOHLFFCA97CC,4,9.96,見其他登記事項,鋼筋混凝土造,101年3月23日,七層,
RPQPMLNKOHLFFCA97CC,4,60.63,見其他登記事項,鋼筋混凝土造,101年3月23日,七層,
RPPRMLNKOHLFFCA08CC,17,93.17,住家用,鋼筋混凝土造,88年7月31日,十四層,
RPPRMLNKOHLFFCA08CC,17,30.96,共有部分,鋼筋混凝土造,88年7月31日,十四層,
RPPRMLNKOHLFFCA08CC,17,7.32,共有部分,鋼筋混凝土造,88年7月31日,十四層,
RPPRMLNKOHLFFCA08CC,17,65.58,共有部分,鋼筋混凝土造,88年7月31日,十四層,
RPRNMLNKOHLFFEA08CC,1,85.63,住家用,鋼筋混凝土造,104年8月4日,十四層,
RPRNMLNKOHLFFEA08CC,1,39.59,見其他登記事項,鋼筋混凝土造,104年8月4日,十四層,
RPRNMLNKOHLFFEA08CC,1,37.49,見其他登記事項,鋼筋混凝土造,104年8月4日,十四層,
RPTNMLNKOHLFFEA28CC,45,84.86,商業用,鋼筋混凝土造,60年1月18日,四層,
RPOOMLNKOHLFFEA87CC,32,107.31,住家用,鋼筋混凝土造,73年11月7日,五層,
RPOOMLNKOHLFFEA87CC,32,14.91,共用部分,鋼筋混凝土造,73年11月7日,五層,
RPPNMLOKOHLFFEA97CC,54,194.22,住商用,加強磚造,51年1月31日,,
RPVNMLOKOHLFFEA58CC,35,95.79,住家用,鋼筋混凝土造,70年2月13日,五層,
RPWNMLOKOHLFFEA68CC,15,103.17,商業用,鋼筋混凝土造,90年5月25日,十三層,
RPWNMLOKOHLFFEA68CC,15,19.86,共用部分,鋼筋混凝土造,90年5月28日,十三層,
RPROMLOKOHLFFFA38CC,30,154.86,住家用,鋼筋混凝土造,75年1月16日,七層,
RPROMLOKOHLFFFA38CC,30,25.59,共有部分,鋼筋混凝土造,75年1月16日,七層,
RPOOMLOKOHLFFAA57CC,36,83.96,住家用,鋼筋混凝土造,69年5月1日,五層,
RPQNMLPKOHLFFFA28CC,24,134.47,住家用,鋼筋混凝土造,81年11月10日,六層,
RPWNMLPKOHLFFEA78CC,39,133.60,住家用,鋼筋混凝土造,66年2月16日,四層,
RPUOMLPKOHLFFEA68CC,49,85.28,住家用,加強磚造,56年1月30日,四層,
RPXOMLPKOHLFFEA98CC,25,163.63,商業用,鋼筋混凝土造,80年3月25日,十層,
RPXOMLPKOHLFFEA98CC,25,31.83,共用部分,鋼筋混凝土造,80年3月25日,十層,
RPRPMLPKOHLFFEA48CC,45,60.90,住家用,鋼筋混凝土造,60年5月5日,六層,
RPQNMLPKOHLFFBA87CC,3,91.24,住家用,鋼筋混凝土造,102年1月18日,十三層,
RPQNMLPKOHLFFBA87CC,3,30.81,見其他登記事項,鋼筋混凝土造,102年1月18日,十三層,
RPQNMLPKOHLFFBA87CC,3,15.94,見其他登記事項,鋼筋混凝土造,102年1月18日,十三層,
RPRNMLPKOHLFFDA18CC,20,65.32,商業用,鋼骨混凝土造,84年12月12日,二十一層,
